sim,population,hospitals,mobilehomes,psubstations,tors
1,2384,0,0,0,5.0
2,1888,0,0,0,2.0
3,12368,0,50,2,6.0
4,3760,0,0,0,7.0
5,1216,0,0,1,2.0
6,5184,0,25,5,4.0
7,9152,0,0,1,4.0
8,7872,0,0,1,5.0
9,14464,0,175,4,3.0
10,2384,0,25,0,3.0
11,336,0,0,0,2.0
12,352,0,0,0,1.0
13,2080,0,0,1,7.0
14,11360,0,175,7,12.0
15,384,0,0,0,1.0
16,1440,0,0,1,3.0
17,2480,1,0,1,8.0
18,15632,0,25,3,4.0
19,176,0,0,0,1.0
20,880,0,0,0,2.0
21,8336,0,125,3,4.0
22,112,0,0,0,1.0
23,768,0,0,1,1.0
24,1920,0,0,0,4.0
25,1744,0,0,1,6.0
26,192,0,0,0,1.0
27,8960,0,0,4,7.0
28,0,0,0,0,0.0
29,6432,0,0,4,18.0
30,48,0,0,0,1.0
31,3504,0,25,2,5.0
32,5184,0,0,1,5.0
33,1488,0,0,1,6.0
34,544,0,0,4,2.0
35,22608,1,250,7,6.0
36,4832,1,0,2,6.0
37,0,0,0,0,0.0
38,736,0,0,0,1.0
39,6096,0,0,0,3.0
40,6144,0,200,9,7.0
41,1520,0,0,1,5.0
42,4800,0,0,1,6.0
43,16,0,0,0,1.0
44,1456,0,25,5,4.0
45,1296,0,0,0,2.0
46,0,0,0,0,0.0
47,0,0,0,0,0.0
48,2192,0,0,0,3.0
49,5360,0,0,2,3.0
50,3264,1,25,3,3.0
51,4864,0,25,1,11.0
52,0,0,0,0,0.0
53,12752,1,250,3,8.0
54,0,0,0,0,0.0
55,1872,0,0,0,3.0
56,3344,2,300,4,4.0
57,496,0,0,0,4.0
58,0,0,0,0,0.0
59,5936,0,100,2,9.0
60,4224,0,0,0,4.0
61,11136,0,150,0,6.0
62,336,0,0,0,1.0
63,1632,2,300,3,3.0
64,18000,0,200,13,21.0
65,40608,2,0,6,4.0
66,208,0,0,0,3.0
67,2640,0,0,0,3.0
68,3168,0,0,2,4.0
69,2144,0,0,0,4.0
70,0,0,0,0,0.0
71,2720,0,0,0,5.0
72,7408,0,0,2,10.0
73,1088,0,0,1,3.0
74,5120,0,25,1,2.0
75,64,0,0,0,1.0
76,16,0,0,0,1.0
77,1104,0,0,0,3.0
78,3696,0,50,0,1.0
79,0,0,0,0,0.0
80,3536,0,50,2,5.0
81,592,1,0,2,4.0
82,5008,0,0,1,2.0
83,3776,0,0,3,5.0
84,384,0,0,1,2.0
85,1920,0,0,2,3.0
86,12656,0,0,0,3.0
87,256,0,0,0,1.0
88,1248,1,450,2,6.0
89,7440,0,0,1,7.0
90,80640,0,0,8,6.0
91,5424,1,100,1,12.0
92,9504,0,0,0,5.0
93,224,0,0,0,1.0
94,704,0,0,0,5.0
95,1184,0,0,0,3.0
96,1648,0,25,0,6.0
97,1936,0,0,0,2.0
98,976,0,0,1,3.0
99,1120,0,0,1,5.0
100,2528,0,0,0,2.0
101,688,0,25,1,4.0
102,2496,0,0,1,4.0
103,3744,2,175,3,3.0
104,912,0,0,0,2.0
105,9072,0,0,2,3.0
106,1696,0,0,2,6.0
107,1392,0,0,4,4.0
108,240,0,0,0,2.0
109,10208,0,75,2,6.0
110,1200,0,0,1,7.0
111,0,0,0,0,0.0
112,5824,0,75,6,9.0
113,5552,1,150,4,2.0
114,9264,2,0,1,3.0
115,5280,0,0,0,11.0
116,40592,2,0,4,6.0
117,4752,0,125,1,3.0
118,592,0,0,0,2.0
119,384,0,0,0,2.0
120,112,0,0,0,1.0
121,448,0,25,2,2.0
122,0,0,0,0,0.0
123,35840,0,125,3,10.0
124,1760,0,0,0,5.0
125,24656,0,75,3,6.0
126,448,0,0,0,1.0
127,4144,1,25,2,10.0
128,176,0,0,0,1.0
129,208,0,0,1,2.0
130,880,0,0,1,1.0
131,992,0,25,0,3.0
132,3984,0,0,0,3.0
133,960,0,0,0,4.0
134,3504,0,0,0,3.0
135,608,0,25,1,2.0
136,80,0,0,0,1.0
137,1696,0,0,5,3.0
138,13504,0,0,0,6.0
139,112,0,0,0,2.0
140,0,0,0,0,0.0
141,96,0,0,0,1.0
142,26608,0,0,2,5.0
143,5472,0,225,1,3.0
144,0,0,0,0,0.0
145,0,0,0,0,0.0
146,624,0,0,0,4.0
147,2752,0,0,3,9.0
148,16752,0,0,1,2.0
149,1360,0,0,0,2.0
150,8112,0,100,1,7.0
151,352,0,0,0,2.0
152,528,0,0,0,5.0
153,12496,0,125,1,4.0
154,592,0,0,0,2.0
155,18176,0,100,8,4.0
156,832,0,0,0,2.0
157,1008,0,0,0,2.0
158,2384,0,0,1,5.0
159,384,0,0,0,1.0
160,4672,0,75,4,5.0
161,384,0,0,0,1.0
162,1280,0,25,0,2.0
163,592,0,0,0,4.0
164,21920,0,0,0,3.0
165,704,0,0,0,3.0
166,352,0,0,0,5.0
167,608,0,0,0,1.0
168,38784,1,325,11,37.0
169,3632,0,25,3,2.0
170,1056,0,0,0,1.0
171,12304,1,175,1,5.0
172,46064,10,0,3,5.0
173,6656,0,0,0,5.0
174,0,0,0,0,0.0
175,1728,0,0,1,8.0
176,0,0,0,0,0.0
177,1344,0,100,3,3.0
178,1088,0,0,0,1.0
179,5344,0,0,1,7.0
180,560,0,0,0,4.0
181,832,0,0,0,2.0
182,32,0,0,0,1.0
183,4240,0,0,0,2.0
184,0,0,0,0,0.0
185,256,0,0,0,1.0
186,944,0,0,1,2.0
187,0,0,0,0,0.0
188,1168,0,150,2,5.0
189,5984,0,0,0,3.0
190,32,0,0,0,1.0
191,9024,0,0,1,7.0
192,0,0,0,0,0.0
193,96,0,0,0,1.0
194,48,0,0,0,1.0
195,496,0,0,0,3.0
196,288,0,0,0,1.0
197,17648,2,175,2,6.0
198,2544,0,100,1,8.0
199,15936,0,50,0,11.0
200,352,0,0,0,2.0
201,240,0,0,0,1.0
202,800,0,0,0,3.0
203,1632,0,0,0,2.0
204,2112,0,150,3,5.0
205,13616,2,375,5,2.0
206,3040,0,25,0,3.0
207,7072,0,0,5,10.0
208,32,0,0,0,1.0
209,2096,0,0,0,7.0
210,2224,0,0,1,6.0
211,4640,0,75,5,9.0
212,144,0,0,0,2.0
213,1792,0,0,0,3.0
214,6832,0,75,5,3.0
215,240,0,0,0,2.0
216,5136,0,0,4,3.0
217,880,0,0,2,2.0
218,2336,1,25,6,3.0
219,480,0,0,1,3.0
220,1248,0,225,4,3.0
221,448,0,0,0,1.0
222,8320,0,25,4,8.0
223,2144,0,0,2,6.0
224,7008,0,100,4,4.0
225,96,0,0,0,2.0
226,128,0,0,0,1.0
227,464,0,0,0,4.0
228,1904,0,0,1,5.0
229,3792,0,50,1,6.0
230,16,0,0,0,1.0
231,992,0,0,0,5.0
232,45040,0,150,7,12.0
233,8880,0,500,3,3.0
234,752,0,0,0,1.0
235,1296,0,0,0,3.0
236,4944,0,0,1,10.0
237,1408,0,0,3,3.0
238,2464,0,0,2,3.0
239,8016,0,0,0,5.0
240,24128,0,25,0,5.0
241,1920,0,0,0,4.0
242,112,1,0,1,1.0
243,23424,0,0,0,4.0
244,0,0,0,0,0.0
245,7200,1,50,2,2.0
246,7472,0,300,9,20.0
247,80,0,0,0,1.0
248,13952,0,500,5,13.0
249,224,0,0,0,2.0
250,3024,2,250,2,3.0
251,320,0,0,4,3.0
252,3232,0,0,1,5.0
253,480,0,0,0,2.0
254,1424,0,0,1,5.0
255,2496,0,0,0,2.0
256,77968,0,50,5,15.0
257,27424,0,0,0,1.0
258,9424,0,275,1,8.0
259,48672,0,0,3,7.0
260,464,0,0,0,3.0
261,1344,0,0,1,4.0
262,1424,0,75,1,2.0
263,15744,2,200,7,8.0
264,2800,1,125,2,3.0
265,256,0,0,0,2.0
266,2000,0,0,0,6.0
267,416,0,0,1,3.0
268,1888,0,150,3,6.0
269,46624,0,0,1,2.0
270,144,0,0,0,1.0
271,1344,0,0,0,3.0
272,432,0,0,0,2.0
273,11584,0,775,4,4.0
274,6400,1,200,0,6.0
275,4368,0,0,5,7.0
276,4416,0,75,3,9.0
277,0,0,0,0,0.0
278,1968,0,0,1,4.0
279,1072,0,0,3,5.0
280,320,0,0,1,1.0
281,14640,0,175,5,4.0
282,1104,0,0,2,5.0
283,80,0,0,0,1.0
284,0,0,0,0,0.0
285,816,0,0,0,4.0
286,336,0,0,0,2.0
287,240,0,0,0,2.0
288,11360,0,0,2,5.0
289,0,0,0,0,0.0
290,5424,0,0,2,5.0
291,11696,0,75,0,2.0
292,2432,0,0,4,4.0
293,3104,0,0,0,3.0
294,448,0,0,0,2.0
295,368,0,0,0,1.0
296,11184,0,0,2,6.0
297,4096,0,75,2,10.0
298,16576,0,125,5,7.0
299,0,0,0,0,0.0
300,8112,1,0,4,4.0
301,0,0,0,0,0.0
302,96,0,0,0,1.0
303,848,0,0,1,1.0
304,240,0,0,0,3.0
305,10336,1,100,5,7.0
306,336,0,0,0,1.0
307,448,0,0,0,3.0
308,53296,0,25,4,2.0
309,704,0,0,0,2.0
310,7248,0,25,1,5.0
311,2096,0,0,0,5.0
312,3808,0,0,3,5.0
313,0,0,0,0,0.0
314,4208,0,0,2,4.0
315,2288,0,0,1,4.0
316,74704,2,50,8,4.0
317,5280,0,0,0,2.0
318,1024,0,0,2,6.0
319,0,0,0,0,0.0
320,4784,1,0,3,5.0
321,176,0,0,0,1.0
322,6832,1,175,0,4.0
323,912,0,0,1,5.0
324,256,0,0,0,4.0
325,3424,0,0,1,6.0
326,24128,1,0,2,9.0
327,1072,0,0,0,2.0
328,67504,3,0,3,6.0
329,368,0,0,0,3.0
