sim,population,hospitals,mobilehomes,psubstations,tors
626,944,0,50,1,1.0
627,16,0,0,0,1.0
628,1360,0,0,7,1.0
629,32,0,0,0,1.0
630,3504,0,0,1,3.0
631,0,0,0,0,0.0
632,0,0,0,0,0.0
633,20960,1,100,10,7.0
634,3344,1,25,3,4.0
635,0,0,0,0,1.0
636,1808,0,150,0,5.0
637,2896,1,200,3,3.0
638,720,0,25,0,2.0
639,1616,0,25,0,2.0
640,2784,0,0,0,12.0
641,0,0,0,0,0.0
642,1024,0,0,0,2.0
643,656,0,0,0,2.0
644,240,0,0,0,1.0
645,416,0,0,0,2.0
646,128,0,0,0,1.0
647,400,0,0,1,3.0
648,160,0,0,0,2.0
649,368,0,0,0,2.0
650,0,0,0,0,0.0
651,17744,0,0,4,7.0
652,352,0,0,0,1.0
653,6992,0,75,1,5.0
654,160,0,0,0,1.0
655,0,0,0,0,0.0
656,1696,0,25,0,2.0
657,704,0,25,2,2.0
658,2992,0,0,2,6.0
659,2688,0,25,2,2.0
660,320,0,0,0,1.0
661,1584,0,25,1,2.0
662,240,0,0,1,2.0
663,1632,0,0,1,2.0
664,0,0,0,0,0.0
665,1024,0,0,1,3.0
666,224,0,0,0,1.0
667,992,0,25,0,1.0
668,336,0,0,0,3.0
669,1296,0,75,2,1.0
670,0,0,0,0,0.0
671,25152,0,75,2,5.0
672,1136,0,0,5,2.0
673,544,0,0,0,1.0
674,16,0,0,0,1.0
675,30608,0,275,13,3.0
676,352,0,0,0,2.0
677,3520,0,0,0,1.0
678,3168,0,0,4,3.0
679,19504,0,250,2,1.0
680,352,1,75,4,2.0
681,944,0,0,0,3.0
682,2928,0,0,0,2.0
683,624,0,0,3,4.0
684,4288,1,325,1,3.0
685,1920,0,25,0,2.0
686,688,0,0,1,2.0
687,544,0,0,0,1.0
688,544,0,0,0,4.0
689,80,0,25,1,1.0
690,2544,0,0,0,5.0
691,17440,0,175,5,7.0
692,27712,0,200,5,14.0
693,0,0,0,0,0.0
694,2080,0,25,0,3.0
695,1536,0,0,0,1.0
696,256,0,25,0,1.0
697,32,0,0,0,1.0
698,3520,0,0,1,3.0
699,1024,0,0,0,3.0
700,640,0,0,0,2.0
701,6032,0,50,3,4.0
702,3264,0,0,0,3.0
703,17728,0,75,10,3.0
704,2304,0,25,1,6.0
705,12176,0,175,3,3.0
706,0,0,0,0,0.0
707,112,0,0,0,2.0
708,128,0,0,0,1.0
709,6656,0,125,0,3.0
710,0,0,0,0,0.0
711,12960,0,100,0,4.0
712,4544,0,0,4,7.0
713,5840,0,0,0,3.0
714,10352,0,25,0,4.0
715,20624,1,0,5,3.0
716,12528,3,0,5,4.0
717,144,0,0,0,2.0
718,272,0,0,1,2.0
719,2352,0,0,1,4.0
720,15984,0,0,1,4.0
721,160,0,0,0,1.0
722,480,0,0,1,2.0
723,1856,0,0,1,4.0
724,0,0,0,0,1.0
