sim,population,hospitals,mobilehomes,psubstations,tors
1,272,0,0,0,1.0
2,208,0,0,0,2.0
3,544,0,0,0,4.0
4,448,0,0,1,1.0
5,336,0,0,0,1.0
6,0,0,0,0,0.0
7,928,0,0,0,1.0
8,320,0,0,0,1.0
9,0,0,0,0,0.0
10,368,1,25,4,6.0
11,176,0,0,0,1.0
12,0,0,0,0,0.0
13,0,0,0,0,0.0
14,0,0,0,0,0.0
15,0,0,0,0,0.0
16,2016,0,0,0,3.0
17,2288,0,0,0,6.0
18,0,0,0,0,0.0
19,192,0,0,0,1.0
20,7024,0,100,2,3.0
21,0,0,0,0,0.0
22,416,0,0,0,1.0
23,0,0,0,0,0.0
24,24032,2,350,14,17.0
25,0,0,0,0,0.0
26,0,0,0,0,0.0
27,80,0,0,0,1.0
28,0,0,0,0,0.0
29,784,0,25,0,2.0
30,288,0,0,0,1.0
31,2768,0,75,1,8.0
32,0,0,0,0,0.0
33,30176,2,275,0,3.0
34,0,0,0,0,0.0
35,0,0,0,0,0.0
36,960,0,0,0,2.0
37,0,0,0,0,0.0
38,0,0,0,0,0.0
39,20592,1,0,5,4.0
40,2384,0,75,1,2.0
41,0,0,0,0,0.0
42,16,0,0,0,1.0
43,13840,0,50,3,4.0
44,0,0,0,0,0.0
45,928,0,0,0,1.0
46,0,0,0,0,0.0
47,0,0,0,0,0.0
48,448,0,0,0,4.0
49,112,0,0,0,1.0
50,0,0,0,0,0.0
51,1040,0,50,1,1.0
52,240,0,0,0,3.0
53,0,0,0,0,0.0
54,4720,0,175,1,8.0
55,0,0,0,0,0.0
56,192,0,0,0,1.0
57,1008,0,0,0,5.0
58,0,0,0,0,0.0
59,0,0,0,0,0.0
60,16,0,0,0,1.0
61,0,0,0,0,0.0
62,1632,0,50,0,6.0
63,240,0,25,0,3.0
64,0,0,0,0,0.0
65,112,0,0,0,1.0
66,0,0,0,0,0.0
67,0,0,0,0,0.0
68,0,0,0,0,0.0
69,32,0,0,0,1.0
70,0,0,0,0,0.0
71,208,0,0,0,2.0
72,0,0,0,0,0.0
73,144,0,25,2,2.0
74,320,0,0,0,1.0
75,2400,0,0,0,2.0
76,0,0,0,0,0.0
77,0,0,0,0,0.0
78,19776,0,200,0,1.0
79,400,0,0,1,1.0
80,0,0,0,0,0.0
81,624,0,25,0,2.0
82,0,0,0,0,0.0
83,208,0,0,0,1.0
84,208,0,0,0,1.0
85,0,0,0,0,0.0
86,384,0,0,0,1.0
87,0,0,0,0,0.0
88,8384,0,0,1,3.0
89,8176,0,0,0,1.0
90,0,0,0,0,0.0
91,1904,0,0,0,7.0
92,0,0,0,0,0.0
93,3952,1,25,1,3.0
94,0,0,0,0,0.0
95,0,0,0,0,0.0
96,0,0,0,0,0.0
97,7056,0,100,1,2.0
98,32,0,0,0,1.0
99,0,0,0,0,0.0
100,0,0,0,0,0.0
101,0,0,0,0,0.0
102,432,0,0,0,2.0
103,0,0,0,0,0.0
104,0,0,0,0,0.0
105,2720,0,0,1,4.0
106,64,0,0,1,1.0
107,752,0,0,1,2.0
108,160,0,0,0,1.0
109,0,0,0,0,0.0
110,21168,3,75,15,11.0
111,352,0,0,2,2.0
112,0,0,0,0,0.0
113,0,0,0,0,0.0
114,800,0,0,0,1.0
115,1408,0,0,2,8.0
116,16,0,0,1,1.0
117,688,1,0,0,4.0
118,1104,0,0,2,7.0
119,272,0,0,1,2.0
120,176,0,0,0,1.0
121,0,0,0,0,0.0
122,240,0,50,2,1.0
123,0,0,0,0,0.0
124,0,0,0,0,0.0
125,880,0,0,0,2.0
126,0,1,0,1,1.0
127,160,0,0,1,2.0
128,1808,0,0,0,4.0
129,0,0,0,0,0.0
130,11328,0,100,0,6.0
131,96,0,0,0,1.0
132,0,0,0,0,0.0
133,0,0,0,0,0.0
134,2192,0,0,0,2.0
135,1696,0,0,0,3.0
136,0,0,0,0,0.0
137,448,1,100,2,2.0
138,64,0,0,1,1.0
139,7712,0,0,1,3.0
140,496,0,0,0,2.0
141,1072,0,0,0,3.0
142,0,0,0,0,0.0
143,880,0,0,1,1.0
144,0,0,0,0,1.0
145,0,0,0,0,0.0
146,144,0,0,0,1.0
147,2080,0,0,0,2.0
148,0,0,0,0,0.0
149,0,0,0,0,0.0
150,3792,0,0,1,4.0
151,64,0,0,0,1.0
152,6256,0,25,1,8.0
153,0,0,0,0,0.0
154,0,0,0,0,0.0
155,0,0,0,0,0.0
156,0,0,0,0,0.0
157,0,0,0,0,1.0
158,0,0,0,0,0.0
159,6192,0,200,2,6.0
160,0,0,0,0,0.0
161,368,0,50,0,1.0
162,240,0,0,0,1.0
163,0,0,0,0,0.0
164,368,0,0,0,3.0
165,48,0,0,0,1.0
166,5232,0,0,3,2.0
167,144,0,0,0,1.0
168,0,0,0,0,0.0
169,13088,0,0,2,3.0
170,0,0,0,0,0.0
171,8800,0,0,1,2.0
172,592,0,0,0,3.0
173,528,0,0,0,1.0
174,848,0,50,4,2.0
175,112,0,0,0,1.0
176,1584,0,25,0,6.0
177,0,0,0,0,0.0
178,400,0,0,1,2.0
179,64,0,0,0,1.0
180,64,0,0,0,1.0
181,112,0,0,0,2.0
182,0,0,0,0,0.0
183,0,0,0,0,0.0
184,0,0,0,0,0.0
185,496,0,0,1,3.0
186,128,0,0,0,1.0
187,336,0,0,2,2.0
188,544,0,0,0,2.0
189,0,0,0,0,0.0
190,1088,0,0,2,2.0
191,0,0,0,0,0.0
192,64,0,0,0,1.0
193,0,0,0,0,0.0
194,0,0,0,0,0.0
195,32,0,0,0,1.0
196,14608,0,25,1,5.0
197,320,0,0,0,3.0
198,32,0,0,0,1.0
199,0,0,0,0,0.0
200,0,0,0,0,0.0
201,240,0,0,0,1.0
202,0,0,0,0,0.0
203,144,0,0,0,1.0
204,944,0,0,0,3.0
205,2352,0,0,0,3.0
206,112,0,0,0,2.0
207,352,0,0,0,2.0
208,0,0,0,0,0.0
209,11440,1,150,2,8.0
210,0,0,0,0,0.0
211,0,0,0,0,0.0
212,128,0,0,0,1.0
213,0,0,0,0,0.0
214,0,0,0,0,0.0
215,272,0,0,0,2.0
216,0,0,0,0,0.0
217,80,0,0,0,1.0
218,224,0,0,0,1.0
219,0,0,0,0,0.0
220,3936,0,25,3,2.0
221,0,0,0,0,0.0
222,0,0,0,0,0.0
223,512,0,0,0,4.0
224,432,0,0,0,1.0
225,144,0,0,0,1.0
226,0,0,0,0,0.0
227,176,0,0,0,1.0
228,0,0,0,0,0.0
229,256,0,0,0,1.0
230,0,0,0,0,0.0
231,10544,0,100,1,1.0
232,0,0,0,0,0.0
233,480,0,0,1,3.0
234,128,0,0,0,1.0
235,3712,0,0,4,10.0
236,368,0,0,0,1.0
237,0,0,0,0,0.0
238,0,0,0,0,0.0
239,5856,0,0,3,2.0
240,5792,0,0,3,8.0
241,576,0,0,1,2.0
242,240,0,0,1,3.0
243,0,0,0,0,0.0
244,0,0,0,0,0.0
245,0,0,0,0,0.0
246,3328,0,0,2,2.0
247,576,0,0,0,1.0
248,448,0,25,0,1.0
249,0,0,0,0,0.0
250,1456,0,0,0,3.0
251,5648,0,0,0,1.0
252,432,0,0,0,1.0
253,0,0,0,0,0.0
254,0,0,0,0,0.0
255,0,0,0,0,0.0
256,464,0,0,0,3.0
257,176,0,0,0,1.0
258,7104,0,0,2,3.0
259,0,0,0,0,1.0
260,144,0,0,0,1.0
261,33344,2,50,4,4.0
262,0,0,0,0,0.0
263,160,0,0,0,1.0
264,0,0,0,0,0.0
265,432,0,0,0,2.0
266,0,0,0,0,0.0
267,0,0,0,0,0.0
268,0,0,0,0,1.0
269,96,0,0,0,1.0
270,80,1,0,1,1.0
271,0,0,0,0,0.0
272,0,0,0,0,0.0
273,336,0,0,0,1.0
274,0,0,0,0,0.0
275,16,0,0,0,1.0
276,0,0,0,0,0.0
277,0,0,0,0,0.0
278,800,0,0,1,2.0
279,1936,0,25,1,5.0
280,0,0,0,0,0.0
281,0,0,0,0,0.0
282,64,0,0,0,1.0
283,384,0,0,0,2.0
284,0,0,0,0,0.0
285,2416,0,0,0,4.0
286,64,0,0,0,1.0
287,0,0,0,0,0.0
288,0,0,0,0,0.0
289,128,0,0,0,1.0
290,256,0,0,0,1.0
291,39072,1,125,8,3.0
292,176,0,0,0,2.0
293,720,0,0,0,4.0
294,384,0,0,0,3.0
295,208,0,0,0,1.0
296,304,0,0,0,2.0
297,256,0,0,0,1.0
298,2064,0,0,0,2.0
299,0,0,0,0,0.0
300,32,0,0,0,1.0
301,432,0,0,0,1.0
302,400,0,0,2,2.0
303,544,0,0,0,2.0
304,0,0,0,0,0.0
305,4032,0,50,1,3.0
306,3920,0,0,0,5.0
307,160,0,0,0,1.0
308,304,0,0,0,1.0
309,0,0,0,0,0.0
310,4832,1,125,3,3.0
311,0,0,0,0,0.0
312,0,0,0,0,0.0
313,3312,0,0,0,2.0
314,1008,0,0,0,5.0
315,176,0,0,0,1.0
316,0,0,0,0,0.0
317,0,0,0,0,0.0
318,1232,0,0,4,6.0
319,1872,0,0,0,5.0
320,512,0,0,0,1.0
321,0,0,0,0,0.0
322,176,0,0,1,1.0
323,240,0,0,0,1.0
324,0,0,0,0,0.0
325,14992,0,75,12,30.0
326,1488,0,50,0,6.0
327,0,0,0,0,0.0
328,2992,0,0,0,4.0
329,848,0,0,0,2.0
330,1376,0,0,2,1.0
331,0,0,0,0,0.0
332,0,0,0,0,0.0
333,1808,0,0,0,2.0
334,0,0,0,0,0.0
335,128,0,0,0,2.0
336,480,0,75,0,3.0
337,8800,0,350,0,5.0
338,400,0,0,0,4.0
339,0,0,0,0,0.0
340,144,0,0,0,2.0
341,1104,0,0,0,2.0
342,2656,0,0,2,2.0
343,5568,0,0,0,2.0
344,144,0,0,0,1.0
345,0,0,0,0,0.0
346,1136,0,0,0,3.0
347,656,0,25,1,1.0
348,0,0,0,0,0.0
349,0,0,0,0,0.0
350,672,0,0,0,1.0
351,0,0,0,0,0.0
352,768,1,25,1,2.0
353,0,0,0,0,0.0
354,38496,1,400,21,41.0
355,0,0,0,0,0.0
356,128,0,25,1,1.0
357,0,0,0,0,0.0
358,0,0,0,0,0.0
359,80,0,0,1,1.0
360,0,0,0,0,0.0
361,2000,0,0,0,1.0
362,0,0,0,0,0.0
363,0,0,0,0,0.0
364,672,0,0,1,1.0
365,288,0,0,0,1.0
366,48,0,0,0,1.0
367,160,0,0,0,1.0
368,0,0,0,0,0.0
369,0,0,0,0,0.0
370,16,0,0,0,1.0
371,336,0,0,3,2.0
372,16,0,25,0,1.0
373,416,0,0,0,1.0
374,6736,0,75,1,2.0
375,0,0,0,0,0.0
376,576,0,0,0,3.0
377,0,0,0,0,0.0
378,0,0,0,0,0.0
379,0,0,0,0,0.0
380,0,0,0,0,0.0
381,0,0,0,0,0.0
382,7904,0,50,0,9.0
383,800,0,0,1,2.0
384,80,0,0,0,1.0
385,0,0,0,0,0.0
386,80,0,0,0,1.0
387,128,0,0,0,1.0
388,128,0,0,0,1.0
389,0,0,0,0,0.0
390,800,1,100,2,5.0
391,208,0,0,0,3.0
392,2272,0,50,0,4.0
393,0,0,0,0,0.0
394,96,0,0,0,1.0
395,32528,2,375,2,2.0
396,0,0,0,0,0.0
397,208,0,0,0,1.0
398,2064,0,0,1,8.0
399,0,0,0,0,0.0
400,5536,0,100,0,4.0
401,0,0,0,0,0.0
402,0,0,0,0,0.0
403,592,0,0,0,2.0
404,0,0,0,0,1.0
405,0,0,0,0,0.0
406,0,0,0,0,0.0
407,304,0,0,0,1.0
408,48,0,0,0,2.0
409,544,0,25,0,1.0
410,160,0,0,0,2.0
411,352,0,0,0,1.0
412,0,0,0,0,0.0
413,0,0,0,0,0.0
414,112,0,0,0,1.0
415,0,0,0,0,0.0
416,0,0,0,0,0.0
417,0,0,0,0,0.0
418,160,0,0,0,1.0
419,1888,0,0,0,4.0
420,0,0,0,0,0.0
421,0,0,0,0,0.0
422,1168,0,0,2,5.0
423,0,0,0,0,0.0
424,160,0,0,1,2.0
425,0,0,0,0,0.0
426,0,0,0,0,0.0
427,0,0,0,0,0.0
428,46144,2,250,7,13.0
429,352,0,0,0,1.0
430,0,0,0,0,0.0
431,128,0,0,0,1.0
432,1296,0,75,0,2.0
433,5696,0,0,1,4.0
434,0,0,0,0,0.0
435,0,0,0,0,0.0
436,896,0,0,0,2.0
437,0,0,0,1,1.0
438,608,0,0,0,2.0
439,0,0,0,0,0.0
440,432,0,0,1,2.0
441,1824,0,0,1,2.0
442,0,0,0,0,0.0
443,80,0,0,0,1.0
444,0,0,0,0,0.0
445,0,0,0,0,0.0
446,64,0,0,0,1.0
447,0,0,0,0,0.0
448,1584,0,0,0,2.0
449,624,0,0,0,1.0
450,0,0,0,0,0.0
451,0,0,0,0,0.0
452,0,0,0,0,0.0
453,0,0,0,0,0.0
454,9024,0,375,1,3.0
455,352,0,0,0,3.0
456,0,0,0,0,0.0
457,2976,0,50,4,2.0
458,544,0,0,0,1.0
459,22464,0,0,4,5.0
460,1648,0,25,0,5.0
461,368,0,0,0,2.0
462,2880,0,0,0,7.0
463,688,0,0,1,1.0
464,288,0,0,0,1.0
465,1216,0,0,0,4.0
466,272,0,0,0,1.0
467,256,0,0,0,1.0
468,64,0,0,1,1.0
469,0,0,0,0,0.0
470,0,0,0,0,0.0
471,0,0,0,0,0.0
472,3072,1,25,1,1.0
473,528,0,0,0,2.0
474,0,0,0,0,0.0
475,240,0,0,0,1.0
476,0,0,0,0,0.0
477,0,0,0,0,0.0
478,576,0,0,0,1.0
479,8784,1,50,2,19.0
480,64,0,0,0,2.0
481,512,0,0,0,1.0
482,2400,2,25,0,2.0
483,112,0,0,0,1.0
484,80,0,0,1,1.0
485,0,0,0,0,0.0
486,0,0,0,0,0.0
487,0,0,0,0,0.0
488,28960,1,225,10,8.0
489,0,0,0,0,0.0
490,1072,0,0,1,4.0
491,16128,1,25,1,5.0
492,976,0,0,0,3.0
493,0,0,0,0,0.0
494,320,0,0,0,1.0
495,272,0,0,0,1.0
496,144,0,0,0,1.0
497,5664,1,100,4,2.0
498,0,0,0,0,0.0
499,48,0,0,0,1.0
500,464,0,0,0,3.0
501,2224,0,0,0,2.0
502,0,0,0,0,0.0
503,14096,0,50,2,4.0
504,1552,0,0,1,3.0
505,160,0,0,0,2.0
506,2480,0,25,1,2.0
507,0,0,0,0,0.0
508,560,0,0,0,1.0
509,17712,1,200,3,2.0
510,0,0,0,0,0.0
511,0,0,0,0,0.0
512,160,0,0,2,1.0
513,0,0,0,0,0.0
514,0,0,0,0,0.0
515,320,0,0,0,1.0
516,0,0,0,0,0.0
517,0,0,0,0,0.0
518,16528,0,175,1,2.0
519,0,0,0,0,0.0
520,0,0,0,0,0.0
521,784,0,0,0,2.0
522,528,0,0,0,2.0
523,3296,0,0,0,4.0
524,0,0,0,0,0.0
525,0,0,0,0,0.0
526,0,0,0,0,1.0
527,0,0,0,0,0.0
528,5840,0,0,0,1.0
529,1056,0,0,0,3.0
530,1040,0,0,0,2.0
531,640,0,0,0,1.0
532,0,0,0,0,0.0
533,0,0,0,0,0.0
534,2208,0,50,1,6.0
535,0,0,0,0,0.0
536,1088,0,25,3,3.0
537,1376,0,0,0,1.0
538,64,0,0,0,1.0
539,16,0,25,1,1.0
540,4352,0,25,0,1.0
541,992,0,0,0,1.0
542,11872,4,650,7,5.0
543,0,0,0,0,0.0
544,176,0,0,0,2.0
545,2688,0,0,0,2.0
546,1040,0,25,1,3.0
547,96,0,25,1,1.0
548,0,0,0,0,0.0
549,0,0,0,0,0.0
550,288,0,0,0,4.0
551,0,0,0,0,0.0
552,336,0,50,2,2.0
553,688,0,0,0,1.0
554,0,0,0,0,0.0
555,464,0,0,0,1.0
556,32,0,0,0,1.0
557,64,0,0,0,2.0
558,0,0,0,0,0.0
559,464,0,0,0,3.0
560,736,0,100,2,2.0
561,0,0,0,0,0.0
562,1408,0,0,1,2.0
563,272,0,0,0,1.0
564,3216,0,50,6,5.0
565,18736,0,275,1,2.0
566,0,0,0,0,0.0
567,0,0,0,0,0.0
568,0,0,0,0,0.0
569,64,0,0,0,2.0
570,0,0,0,0,0.0
571,3952,0,0,0,4.0
572,496,0,0,0,1.0
573,0,0,0,0,0.0
574,432,0,0,0,2.0
575,400,0,25,1,3.0
576,880,0,0,0,1.0
577,80,0,0,0,2.0
578,0,0,0,0,0.0
579,0,0,0,0,0.0
580,224,0,0,0,1.0
581,0,0,0,0,0.0
582,208,0,0,0,1.0
583,192,0,0,0,1.0
584,0,0,0,0,0.0
585,0,0,0,0,1.0
586,0,0,0,0,0.0
587,0,0,0,0,0.0
588,64,0,0,1,1.0
589,1344,0,50,2,4.0
590,0,0,0,0,0.0
591,464,0,0,0,1.0
592,592,0,0,0,1.0
593,3744,0,0,2,2.0
594,0,0,0,0,0.0
595,0,0,0,0,0.0
596,0,0,0,0,0.0
597,0,0,0,0,0.0
598,640,0,0,0,4.0
599,2192,1,50,0,4.0
600,0,0,0,0,0.0
601,0,0,0,0,0.0
602,1408,0,25,1,1.0
603,0,0,0,0,1.0
604,1616,0,0,0,3.0
605,0,0,0,0,0.0
606,0,0,0,0,0.0
607,0,0,0,0,0.0
608,784,0,400,0,2.0
609,0,0,0,0,0.0
610,32,0,0,0,1.0
611,0,0,0,0,0.0
612,0,0,0,0,0.0
613,1728,0,0,1,4.0
614,416,0,25,2,2.0
615,96,0,0,0,1.0
616,864,0,0,0,3.0
617,2592,0,0,0,1.0
618,224,0,25,0,1.0
619,0,0,0,0,0.0
620,7872,0,25,1,7.0
621,160,0,0,0,1.0
622,912,0,0,0,2.0
623,592,0,0,0,2.0
624,0,0,0,0,0.0
625,352,0,75,0,2.0
626,4224,0,150,2,2.0
627,0,0,0,0,0.0
