sim,population,hospitals,mobilehomes,psubstations,tors
1,4288,0,0,0,2.0
2,5920,0,0,1,1.0
3,10800,0,0,2,2.0
4,96,0,0,0,1.0
5,0,0,0,0,0.0
6,0,0,0,0,0.0
7,416,0,0,2,3.0
8,16,0,0,0,1.0
9,0,0,0,0,0.0
10,6672,0,0,1,4.0
11,0,0,0,0,0.0
12,0,0,0,0,0.0
13,0,0,0,0,0.0
14,64,0,0,0,1.0
15,976,0,0,2,1.0
16,64,0,0,1,2.0
17,832,0,0,3,4.0
18,16,0,0,0,1.0
19,96,0,0,0,1.0
20,32,0,0,0,1.0
21,1136,0,25,0,2.0
22,144,0,0,0,2.0
23,1104,0,25,2,1.0
24,13296,0,0,3,10.0
25,16,0,0,0,1.0
26,1808,0,0,0,1.0
27,48,0,0,0,2.0
28,0,0,0,0,0.0
29,96,0,0,3,1.0
30,0,0,0,0,0.0
31,656,1,100,1,5.0
32,0,0,0,0,0.0
33,5072,0,0,5,3.0
34,1728,0,0,1,2.0
35,2656,0,0,0,2.0
36,144,0,0,1,2.0
37,0,0,0,0,0.0
38,848,0,0,0,2.0
39,1680,0,0,1,3.0
40,3648,0,0,0,2.0
41,0,0,0,0,0.0
42,576,0,0,0,1.0
43,1344,0,0,0,4.0
44,16,0,0,0,1.0
45,96,1,0,0,1.0
46,0,0,0,0,0.0
47,0,0,0,0,0.0
48,1120,0,0,0,10.0
49,16,0,0,2,1.0
50,5584,1,25,4,1.0
51,0,0,0,0,0.0
52,3056,1,0,1,5.0
53,400,0,0,0,1.0
54,608,0,0,1,4.0
55,0,0,0,0,0.0
56,240,0,0,0,2.0
57,864,0,0,0,3.0
58,0,0,0,0,0.0
59,32,0,0,0,1.0
60,256,0,0,0,2.0
61,960,0,0,0,1.0
62,4000,0,0,2,4.0
63,528,0,0,0,3.0
64,0,0,0,0,0.0
65,2688,0,0,0,2.0
66,3344,1,0,2,2.0
67,9872,0,0,4,6.0
68,0,0,0,0,0.0
69,0,0,0,0,0.0
70,0,0,0,0,0.0
71,176,0,0,0,2.0
72,736,0,0,0,2.0
73,7856,0,25,2,5.0
74,0,0,0,0,0.0
75,4368,3,400,6,8.0
76,0,0,0,0,0.0
77,32,0,0,1,2.0
78,0,0,0,0,0.0
79,0,0,0,0,0.0
80,0,0,0,0,0.0
81,1232,0,0,1,4.0
82,0,0,0,0,0.0
83,288,0,0,0,1.0
84,0,0,0,0,0.0
85,624,0,0,2,2.0
86,528,0,0,7,6.0
87,0,0,0,0,0.0
88,1712,0,25,6,9.0
89,272,0,0,0,2.0
90,0,0,0,0,0.0
91,544,0,0,4,5.0
92,0,0,0,0,0.0
93,0,0,0,0,0.0
94,368,0,0,0,1.0
95,0,0,0,0,0.0
96,0,0,0,0,0.0
97,0,0,0,0,1.0
98,48,0,0,0,2.0
99,208,0,0,0,4.0
100,272,0,0,1,1.0
101,2080,1,150,0,3.0
102,432,0,0,0,2.0
103,16,0,0,0,1.0
104,48,0,0,0,2.0
